refcode	metal	total_charge	multiplicity	elem_nr	m_ox	d_elec	hapticity	CN	geometry	geom_nr	rel_m	splitting
HERHAN	Co	1	1	27	3	6	False	6	Octahedral	18	0.983	51.36
HERTII	Ni	2	1	28	2	8	False	4	Square planar	7	0.933	42.53
HERVOQ	Ni	1	1	28	2	8	False	4	Square planar	7	0.908	31.21
HESMIB	Cr	1	4	24	3	3	False	6	Octahedral	18	0.877	-42.36
HESNAX	Co	0	1	27	1	8	False	4	Seesaw	9	0.9	37.69
HETLEX	Ni	0	1	28	2	8	True	3	Trigonal planar	3	1.047	26.89
HEYKOL	Ni	0	1	28	2	8	False	4	Square planar	7	0.906	48.78
HEYMIH	Fe	2	1	26	2	6	False	6	Octahedral	18	0.894	91.39
HEYNII	Fe	0	1	26	2	6	False	6	Octahedral	18	0.931	47.43
HEYNOO	Fe	0	1	26	2	6	False	6	Octahedral	18	0.932	45.23
HEYPEG	Fe	0	5	26	2	6	False	5	Trigonal bipyramidal	13	1.049	-29.96
HIDQUJ	Fe	2	5	26	2	6	False	8	Dodecahedral	33	1.208	-62.82
HIDXUP	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.033	-35.61
HIFCAD	Fe	1	1	26	2	6	False	6	Octahedral	18	0.902	89.23
HIGVAV	Ni	0	2	28	3	7	False	5	Square pyramidal	14	0.994	54.3
HIHZII	Fe	0	1	26	0	6	True	4	Tetrahedral	8	0.934	108.21
HIKNAR	Fe	0	1	26	2	6	True	4	Tetrahedral	8	0.956	100.16
HIKNEV	Fe	0	1	26	2	6	True	4	Tetrahedral	8	0.963	87.41
HIKNIZ	Fe	0	1	26	2	6	True	4	Tetrahedral	8	0.958	69.31
HIMKOE	Ni	1	3	28	2	8	False	5	Square pyramidal	14	1.082	-21.53
HIMLIZ	Mn	0	5	25	3	4	False	6	Octahedral	18	0.987	-44.58
HIMYAD	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.077	-23.2
HINTUU	Cr	0	1	24	0	5	False	6	Octahedral	18	0.899	113.21
HINVUY	Ni	1	1	28	2	8	False	5	Trigonal bipyramidal	13	0.937	36.27
HIPCIS	Ni	0	1	28	2	8	False	4	Square planar	7	0.935	53.24
HIPKUO	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.009	-63.48
HIPLAU	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.037	-52.13
HIPLEY	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.052	-29.27
HIPLIC	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.073	-44.27
HIPLOI	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.09	-21.31
HIQLUR	Ni	0	1	28	2	8	False	4	Square planar	7	0.952	22.98
HITHOI	Fe	0	6	26	3	5	False	5	Trigonal bipyramidal	13	0.995	-30.2
HIVDAS	Ni	2	3	28	2	8	False	6	Octahedral	18	1.135	-36.69
HIXZUJ	Mn	2	6	25	2	5	False	7	Capped trigonal prismatic	25	1.179	-45.54
HIYRUE	Fe	-2	2	26	3	5	False	6	Octahedral	18	0.929	88.12
HIZDID	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.012	-58.82
HIZTUF	Ni	0	1	28	2	8	True	3	Trigonal planar	3	1.053	26.08
HMSIAF13	Fe	0	6	26	3	5	False	3	Trigonal planar	3	0.907	-24.98
HOCREX	Mn	1	5	25	3	4	False	6	Octahedral	18	0.998	-40.53
HOGFIV	Fe	0	5	26	2	6	False	7	Capped trigonal prismatic	25	1.187	-53.82
HOGHEQ	Fe	0	2	26	3	5	False	5	Square pyramidal	14	0.924	56.57
HOHBUB	Cr	0	4	24	3	3	True	3	Trigonal planar	3	1.056	-19.85
HOHCAI	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.104	-34.33
HOKXAG	Ni	2	3	28	2	8	False	6	Octahedral	18	1.138	-41.89
HOMKUP	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.99	-18.82
HONGAV	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.977	-41.28
HONZIT	Cr	0	4	24	3	3	False	5	Trigonal bipyramidal	13	0.996	-29.02
HONZOZ	Cr	0	4	24	3	3	False	5	Square pyramidal	14	0.978	-33.68
HONZUF	Cr	0	4	24	3	3	False	5	Square pyramidal	14	1.006	-24.93
HOPCEU	Ni	2	1	28	2	8	False	4	Square planar	7	0.939	22.95
HOPYIW	Ni	0	1	28	2	8	False	4	Square planar	7	0.938	27.71
HOSRUD	Fe	0	5	26	2	6	False	6	Octahedral	18	1.115	-13.25
HOTRIS	Ni	0	1	28	2	8	False	4	Square planar	7	0.912	17.24
HOTVIW	Cr	-1	4	24	3	3	False	6	Octahedral	18	0.947	-43.77
HOTXIX	Ni	0	1	28	2	8	False	4	Square planar	7	0.922	27.63
HOYFUW	Ni	-1	1	28	2	8	False	4	Square planar	7	0.91	17.81
HOYHOS	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.985	-45.06
HUBLEW	Ni	-1	1	28	2	8	False	4	Square planar	7	0.928	22.79
HUBLUM	Ni	-1	1	28	2	8	False	4	Square planar	7	0.916	27.06
HUBMUN	Ni	-1	1	28	2	8	False	4	Square planar	7	0.938	38.73
HUDGOC	Mn	2	6	25	2	5	False	8	Dodecahedral	33	1.286	-56.78
HUKJAA	Co	0	4	27	2	7	False	5	Trigonal bipyramidal	13	1.109	-14.95
HULQAI	Fe	-2	6	26	3	5	False	6	Octahedral	18	1.025	-18.96
HUMBEX	Fe	4	5	26	2	6	False	6	Trigonal prismatic	19	1.127	-11.15
HUMZEW	Mn	0	6	25	2	5	False	5	Trigonal bipyramidal	13	1.088	-64.44
HUPLIQ	Ni	1	3	28	2	8	False	5	Trigonal bipyramidal	13	1.105	-30.14
HUQFAA	Fe	2	1	26	2	6	False	6	Octahedral	18	0.949	69.98
HURSAR	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.013	-26.96
HUSXUP	Cr	-2	5	24	2	4	False	4	Square planar	7	0.944	-45.08
HUTCOR	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.012	-64.53
HUWTIF	Ni	2	1	28	2	8	False	5	Square pyramidal	14	0.957	44.33
HUXWAZ	Fe	0	2	26	3	5	True	4	Tetrahedral	8	1.002	42.18
HUXWED	Fe	0	2	26	3	5	True	4	Tetrahedral	8	1.001	46.06
HUYDUB	Fe	1	1	26	2	6	False	6	Octahedral	18	0.94	52.29
HZHCXC	Co	0	4	27	2	7	False	6	Octahedral	18	1.153	-8.22
IBEGIH	Fe	0	6	26	3	5	False	5	Trigonal bipyramidal	13	0.999	-31.31
IBUQOL	Co	2	1	27	3	6	False	6	Octahedral	18	0.99	59.49
ICASOV	Cr	0	4	24	3	3	False	5	Square pyramidal	14	0.892	-27.15
ICATIS	Mn	0	6	25	2	5	False	5	Trigonal bipyramidal	13	1.105	-63.19
IDIKUD	Mn	0	6	25	2	5	False	6	Octahedral	18	1.101	-49.83
IDUBEO	Fe	-1	1	26	2	6	False	6	Octahedral	18	0.889	108.13
IDUBOY	Fe	-1	1	26	2	6	False	6	Octahedral	18	0.886	102.11
IFEYOK	Fe	2	1	26	2	6	False	6	Octahedral	18	0.922	51.41
IFIXON	Co	0	4	27	2	7	False	5	Square pyramidal	14	1.102	-12.63
IFODIR	Fe	0	1	26	2	6	False	6	Octahedral	18	0.908	78.31
IFOPAU	Mn	-1	6	25	2	5	False	6	Octahedral	18	1.087	-45.11
IFUFIY	Mn	-1	6	25	2	5	True	3	Trigonal planar	3	1.171	-54.54
IGIMIU	Co	0	1	27	3	6	True	4	Tetrahedral	8	1.05	94.57
IGUQUY	Mn	1	6	25	2	5	False	6	Octahedral	18	1.114	-37.64
IGUREJ	Co	1	4	27	2	7	False	6	Octahedral	18	1.165	-9.73
IHABID	Mn	0	1	25	1	6	False	6	Octahedral	18	0.869	104.99
IHALUZ	Mn	0	6	25	2	5	False	6	Octahedral	18	1.117	-33.91
IHETOG	Cr	0	4	24	3	3	False	6	Octahedral	18	0.953	-36.15
IHEVUM	Cr	0	5	24	2	4	False	4	Square planar	7	0.983	-64.37
IHIGEN	Mn	0	1	25	1	6	False	6	Octahedral	18	0.874	109.22
IHUDUL	Ni	0	1	28	2	8	False	4	Square planar	7	0.948	53.87
IJEZIJ	Fe	1	1	26	2	6	False	6	Octahedral	18	0.925	73.41
IJIGUD	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.124	-60.74
IJOPED	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.055	-31.74
IJOREG	Ni	0	3	28	2	8	False	6	Octahedral	18	1.14	-34.15
IJUDAV	Ni	0	1	28	2	8	False	3	Trigonal planar	3	0.881	5.53
IKERUO	Co	0	4	27	2	7	False	5	Trigonal bipyramidal	13	1.123	-35.23
IKIVOO	Mn	0	6	25	2	5	True	2	Linear	0	1.208	-26.27
IKURAI	Ni	0	1	28	0	8	True	3	Trigonal planar	3	1.106	42.61
ILASOE	Fe	1	1	26	2	6	False	6	Octahedral	18	0.898	84.18
ILATEV	Ni	0	3	28	2	8	False	6	Octahedral	18	1.108	-39.75
ILIJUK	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.993	-20.17
ILODOD	Ni	1	3	28	2	8	False	5	Square pyramidal	14	1.13	-19.38
ILOLOM	Fe	0	5	26	2	6	False	4	Seesaw	9	1.023	-52.09
ILONUV	Fe	-2	6	26	3	5	False	5	Square pyramidal	14	0.985	-31.22
ILURIR	Fe	-3	1	26	2	6	False	6	Octahedral	18	0.922	89.69
IMACEG	Fe	0	5	26	2	6	False	5	Trigonal bipyramidal	13	1.064	-33.75
IMETNI01	Ni	1	3	28	2	8	False	5	Trigonal bipyramidal	13	1.11	-13.07
IMUCAX	Fe	1	1	26	2	6	True	2	Linear	0	1.007	67.73
IMUDOK	Co	0	4	27	2	7	False	5	Square pyramidal	14	1.101	-7.12
INAZED	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.045	-19.3
INEDEM	Fe	0	5	26	2	6	False	3	Trigonal planar	3	0.911	-56.72
INIFOB	Cr	0	4	24	3	3	False	4	Tetrahedral	8	0.873	-17.19
INIHAP	Cr	0	5	24	2	4	False	3	Trigonal planar	3	0.891	-52.76
INILOI	Ni	0	3	28	2	8	False	6	Octahedral	18	1.104	-28.56
INUVUJ	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.023	-42.75
INUVUL	Fe	1	2	26	3	5	True	4	Tetrahedral	8	0.99	64.09
INUXEV	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.016	-38.77
IPEPNI	Ni	0	1	28	2	8	False	4	Square planar	7	0.918	22.13
IPIBUE	Mn	0	6	25	2	5	False	6	Octahedral	18	1.111	-45.98
IPIYEM	Ni	0	1	28	0	8	True	4	Tetrahedral	8	1.056	41.41
IPOFUR	Co	0	2	27	2	7	False	4	Square planar	7	0.941	46.25
IPOROX	Mn	0	1	25	1	6	False	6	Octahedral	18	0.874	105.99
IREWEK	Ni	2	3	28	2	8	False	6	Octahedral	18	1.065	-32.67
IROJEF	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.968	-58.02
IRONOS	Mn	1	6	25	2	5	False	6	Octahedral	18	1.108	-47.75
ISALNI	Ni	0	3	28	2	8	False	4	Tetrahedral	8	1.006	-25.98
ISIBIW	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.973	-41.25
ISIKEA	Fe	-1	6	26	3	5	False	4	Tetrahedral	8	0.905	-51.29
ISIPUV	Ni	0	1	28	2	8	False	4	Square planar	7	0.903	34.58
ISIYAK	Fe	0	1	26	0	6	False	5	Trigonal bipyramidal	13	0.817	132.99
ISOWOC	Fe	0	1	26	2	6	True	5	Trigonal bipyramidal	13	0.937	144.11
ITARIF	Fe	0	1	26	2	6	False	6	Octahedral	18	0.945	48.93
ITERAB	Fe	0	5	26	2	6	False	6	Octahedral	18	1.107	-24.0
ITEREF	Mn	0	5	25	3	4	False	6	Octahedral	18	0.996	-50.29
ITERIJ	Mn	0	6	25	2	5	False	6	Octahedral	18	1.104	-46.22
ITEXAH	Ni	1	1	28	2	8	False	5	Trigonal bipyramidal	13	0.96	36.96
ITEXIO	Fe	-1	5	26	2	6	False	4	Tetrahedral	8	0.989	-54.27
ITEXOU	Fe	-1	1	26	2	6	False	6	Octahedral	18	0.898	78.24
ITITOU	Ni	0	1	28	2	8	False	4	Square planar	7	0.921	29.76
ITOQIS	Ni	0	3	28	2	8	False	6	Octahedral	18	1.202	-13.21
IVEQEF	Fe	0	5	26	2	6	False	6	Octahedral	18	1.108	-26.89
IVILUV	Ni	0	1	28	2	8	True	3	Trigonal planar	3	1.007	48.45
IVOSAO	Fe	2	6	26	3	5	False	7	Capped trigonal prismatic	25	1.13	-12.05
IVOSES	Fe	2	6	26	3	5	False	7	Pentagonal bipyramidal	23	1.129	-12.33
IVUQOH	Co	0	4	27	2	7	False	6	Octahedral	18	1.16	-22.25
IVUTEY	Ni	0	3	28	2	8	False	5	Trigonal bipyramidal	13	1.098	-22.35
IWORIX	Cr	2	5	24	2	4	False	6	Octahedral	18	1.028	-32.97
IWOWEX	Mn	0	6	25	2	5	False	6	Octahedral	18	1.101	-54.79
IXAQII	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.072	-42.45
IXARAB	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.067	-48.28
IXAROP	Fe	0	5	26	2	6	False	4	Seesaw	9	1.017	-50.04
IXASAC	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.021	-62.11
IXEPAE	Mn	0	6	25	2	5	False	6	Octahedral	18	1.109	-48.52
IXEPIM	Co	0	4	27	2	7	False	6	Octahedral	18	1.117	-12.2
IXEQAF	Co	0	4	27	2	7	False	6	Octahedral	18	1.14	-9.6
JACCUP	Fe	0	1	26	2	6	False	6	Octahedral	18	0.905	85.92
JADGOK	Ni	1	2	28	3	7	False	6	Octahedral	18	1.082	37.21
JADKII	Ni	0	1	28	2	8	False	4	Square planar	7	0.952	44.99
JAFVOB	Mn	-1	5	25	3	4	False	6	Octahedral	18	0.981	-59.43
JAGGED	Cr	0	1	24	0	5	False	6	Octahedral	18	0.849	125.14
JAHBID	Mn	0	6	25	2	5	False	6	Octahedral	18	1.133	-37.34
JAPLUI	Cr	0	5	24	2	4	False	5	Square pyramidal	14	0.976	-41.3
JAPRUN	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.989	-24.52
JAPTAV	Ni	0	3	28	2	8	False	4	Tetrahedral	8	0.972	-30.05
JARKIX	Ni	0	3	28	2	8	False	2	Linear	0	0.906	-18.6
JASBOV	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.049	-29.24
JASCEL	Cr	-3	4	24	3	3	False	6	Octahedral	18	0.978	-22.22
JASLEU	Co	1	2	27	2	7	False	5	Square pyramidal	14	1.046	27.78
JASRIF	Fe	0	1	26	0	6	False	5	Trigonal bipyramidal	13	0.82	145.61
JAVLOK	Ni	0	3	28	2	8	False	5	Trigonal bipyramidal	13	1.048	-12.69
JAWSUY	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.011	-27.95
JAXFIX	Ni	0	1	28	2	8	False	4	Square planar	7	0.954	44.03
JAYNAB	Co	0	1	27	3	6	False	6	Octahedral	18	0.937	113.91
JAZCAO	Fe	0	5	26	2	6	False	6	Octahedral	18	1.101	-17.08
JECBEZ	Co	0	1	27	3	6	True	4	Tetrahedral	8	1.048	66.32
JEDJAE	Mn	-5	5	25	3	4	False	6	Octahedral	18	0.996	-56.1
JEJTUN	Mn	0	6	25	2	5	False	5	Square pyramidal	14	1.088	-69.09
JELSIC	Cr	1	1	24	2	4	True	5	Square pyramidal	14	0.968	132.29
JEPNUO	Co	0	4	27	2	7	False	5	Square pyramidal	14	1.086	-9.71
JEPPOM	Cr	0	4	24	3	3	False	6	Octahedral	18	1.02	-19.81
JEQNOJ	Cr	1	4	24	3	3	False	6	Octahedral	18	0.961	-39.78
JEWNEF	Ni	1	1	28	2	8	True	3	Trigonal planar	3	1.084	14.31
JEXKED	Mn	0	6	25	2	5	False	4	Seesaw	9	1.009	-47.96
JEXKIH	Fe	0	5	26	2	6	False	4	Seesaw	9	1.009	-37.24
JIHPAR	Fe	-3	2	26	3	5	False	6	Octahedral	18	0.911	108.28
JIKPAX	Fe	1	6	26	3	5	False	6	Octahedral	18	1.049	-11.86
JILVAB	Cr	0	1	24	0	5	True	6	Octahedral	18	0.977	142.75
JIPDUI	Mn	0	6	25	2	5	False	6	Octahedral	18	1.101	-49.62
JITWOZ	Co	2	4	27	2	7	False	6	Octahedral	18	1.114	-11.26
JITWUF	Fe	2	1	26	2	6	False	6	Octahedral	18	0.973	27.88
JIVFID	Cr	0	3	24	2	4	True	3	Trigonal planar	3	1.032	22.57
JIVQEL	Ni	0	1	28	2	8	False	4	Square planar	7	0.904	20.63
JIWFUQ	Fe	0	6	26	3	5	False	5	Trigonal bipyramidal	13	0.986	-21.94
JIWMIL	Fe	0	6	26	3	5	False	5	Trigonal bipyramidal	13	0.98	-23.94
JIWRIQ	Cr	-1	4	24	3	3	False	4	Seesaw	9	0.997	-32.45
JIWWUI	Co	0	2	27	2	7	True	3	Trigonal planar	3	1.043	30.09
JIXLAD	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.003	-49.97
JIXLEH	Fe	0	5	26	2	6	False	4	Seesaw	9	1.021	-57.94
JIYYIA	Ni	0	3	28	2	8	False	4	Tetrahedral	8	1.006	-29.4
JIZNEM	Ni	0	1	28	2	8	False	4	Square planar	7	0.923	58.82
JIZQUG	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.052	-64.51
JOBBAF	Cr	0	5	24	2	4	False	4	Square planar	7	1.05	-66.25
JOBJUI	Mn	0	6	25	2	5	False	4	Tetrahedral	8	0.96	-76.11
JODGIT	Co	0	4	27	2	7	False	6	Octahedral	18	1.128	-10.98
JODGOZ	Ni	0	3	28	2	8	False	6	Octahedral	18	1.122	-44.29
JODNEV	Fe	0	1	26	0	6	True	4	Tetrahedral	8	0.931	111.74
JODWII	Cr	0	3	24	2	4	True	4	Tetrahedral	8	1.019	13.99
JODWUU	Cr	0	3	24	2	4	True	5	Trigonal bipyramidal	13	1.035	25.75
JOJWAG	Ni	0	1	28	0	8	True	3	Trigonal planar	3	1.008	60.25
JOMNAA	Cr	2	4	24	3	3	False	6	Octahedral	18	0.976	-44.39
JONMEE	Cr	0	1	24	0	5	False	6	Octahedral	18	0.845	145.41
JORKAC	Fe	1	1	26	2	6	True	2	Linear	0	1.02	73.11
JOTNIS	Mn	0	6	25	2	5	False	5	Trigonal bipyramidal	13	1.054	-58.39
JOWGEH	Fe	2	1	26	2	6	False	6	Octahedral	18	0.941	61.46
JOXCOQ	Mn	0	6	25	2	5	False	6	Octahedral	18	1.115	-46.75
JOXJAH	Mn	2	6	25	2	5	False	8	Cube	31	1.24	-70.0
JOYXAW	Co	2	4	27	2	7	False	4	Tetrahedral	8	1.022	-37.75
JUCJID	Mn	-2	6	25	2	5	False	4	Tetrahedral	8	0.947	-79.62
JUDRAD	Fe	0	6	26	3	5	False	6	Octahedral	18	1.018	-18.49
JUGHAU	Ni	-2	1	28	2	8	False	4	Square planar	7	0.879	31.66
JUHQIM	Mn	-1	1	25	1	6	False	5	Square pyramidal	14	0.791	118.34
JUHTIP	Co	0	2	27	2	7	False	4	Square planar	7	0.931	26.83
JULFAX	Fe	0	1	26	0	6	True	5	Square pyramidal	14	0.961	119.22
JUNGEH	Co	2	4	27	2	7	False	6	Octahedral	18	1.167	-8.62
JUQDAA	Fe	-1	5	26	2	6	False	4	Tetrahedral	8	0.964	-51.09
JURHIN	Fe	-1	6	26	3	5	False	4	Tetrahedral	8	0.92	-25.89
JUVYOO	Cr	0	5	24	2	4	False	6	Octahedral	18	1.096	-49.84
JUWGUD	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.967	-56.97
JUWHAK	Fe	0	6	26	3	5	False	4	Tetrahedral	8	0.883	-42.0
KAFLUA	Fe	0	6	26	3	5	False	5	Trigonal bipyramidal	13	0.994	-31.22
KAGCIH	Fe	-1	4	26	3	5	False	5	Trigonal bipyramidal	13	0.93	6.54
KAGHOS	Co	-1	3	27	1	8	False	2	Linear	0	0.943	-40.07
KAGJOU	Mn	0	6	25	2	5	False	2	Linear	0	0.869	-63.6
KAGLUA	Co	-2	4	27	2	7	False	6	Octahedral	18	1.148	-16.64
KAGRES	Fe	-1	4	26	3	5	False	5	Trigonal bipyramidal	13	0.929	10.12
KAGXID	Fe	0	1	26	2	6	False	6	Octahedral	18	0.905	75.08
KAGXUP	Fe	1	2	26	3	5	False	6	Octahedral	18	0.911	94.15
KAHDOP	Ni	0	3	28	2	8	False	6	Octahedral	18	1.121	-14.5
KAJHUC	Ni	0	1	28	2	8	False	4	Square planar	7	0.961	32.23
KAJTOE	Fe	0	6	26	3	5	False	5	Trigonal bipyramidal	13	0.976	-41.04
KAKVUO	Co	1	1	27	3	6	False	6	Octahedral	18	0.962	79.7
KANYON	Ni	1	1	28	2	8	False	4	Square planar	7	0.947	34.79
KAPJAO	Fe	3	6	26	3	5	False	6	Octahedral	18	1.008	-24.11
KAPPEW	Cr	0	5	24	2	4	False	4	Seesaw	9	1.076	-63.27
KAWCIU	Mn	0	5	25	3	4	False	5	Square pyramidal	14	0.913	-48.47
KAWFET	Fe	0	1	26	2	6	True	2	Linear	0	0.992	70.17
KAWKIE	Cr	2	5	24	2	4	False	6	Octahedral	18	1.101	-43.27
KAXMEB	Mn	0	5	25	3	4	False	3	Trigonal planar	3	0.848	-55.33
KAXMIF	Co	0	5	27	3	6	False	3	Trigonal planar	3	0.921	-17.99
KAXXIR	Ni	0	3	28	2	8	False	6	Octahedral	18	1.162	-30.68
KAXYUE	Fe	0	1	26	2	6	False	5	Square pyramidal	14	0.885	31.59
KEBXOG	Ni	0	3	28	2	8	False	3	T-shaped	6	0.966	-24.64
KEFLUD	Fe	-3	6	26	3	5	False	6	Octahedral	18	1.041	-16.2
KEFQES	Mn	1	6	25	2	5	False	6	Octahedral	18	1.101	-46.12
KEFQOC	Mn	1	6	25	2	5	False	6	Octahedral	18	1.1	-49.99
KEFYAV	Cr	1	4	24	3	3	False	6	Octahedral	18	0.976	-51.97
KEGRET	Co	0	1	27	1	8	True	3	Trigonal planar	3	1.056	37.71
KEHJAK	Co	1	2	27	2	7	False	5	Square pyramidal	14	1.003	58.7
KEHJOY	Co	0	1	27	3	6	False	6	Octahedral	18	0.99	74.87
KEHKOX	Mn	0	1	25	1	6	True	4	Tetrahedral	8	0.962	83.63
KEHREU	Cr	0	1	24	0	5	True	5	Trigonal bipyramidal	13	0.951	142.93
KEHREV	Fe	2	5	26	2	6	False	7	Pentagonal bipyramidal	23	1.172	-46.6
KEJTAV	Mn	-1	6	25	2	5	False	5	Square pyramidal	14	1.062	-59.83
KELXUU	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.97	-54.13
KEQVAD	Co	0	1	27	3	6	False	6	Octahedral	18	0.99	90.62
KESFEV	Mn	0	6	25	2	5	False	6	Octahedral	18	1.142	-63.69
KETVEL	Fe	1	6	26	3	5	False	6	Octahedral	18	1.036	-6.01
KEVHIC	Ni	-1	2	28	3	7	False	6	Octahedral	18	1.017	32.08
KEXWIT	Ni	0	3	28	2	8	False	6	Octahedral	18	1.108	-12.7
KEZRIR	Ni	1	3	28	2	8	False	5	Square pyramidal	14	1.09	-25.0
KIBBED	Ni	1	1	28	2	8	False	4	Square planar	7	0.911	40.67
KIDMEQ	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.107	-34.95
KIDRIY	Co	-1	1	27	3	6	False	6	Octahedral	18	0.955	83.97
KIFMUK	Co	0	4	27	2	7	False	6	Octahedral	18	1.137	-14.43
KIJSUR	Cr	0	1	24	0	5	False	6	Octahedral	18	0.861	136.67
KIJXAC01	Ni	0	1	28	2	8	False	4	Square planar	7	0.942	20.71
KIKBEM	Ni	0	1	28	2	8	False	4	Square planar	7	0.99	7.25
KIKNUQ	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.063	-42.16
KILBAJ	Co	2	4	27	2	7	False	6	Octahedral	18	1.129	-12.51
KIPLIH	Cr	0	1	24	0	5	False	5	Square pyramidal	14	0.836	108.62
KIQGOG	Ni	0	1	28	2	8	False	4	Square planar	7	0.934	39.64
KIQMAB	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.022	-50.47
KIRDOH	Co	0	4	27	2	7	False	7	Pentagonal bipyramidal	23	1.207	-13.51
KIRFAV	Ni	0	3	28	2	8	False	7	Pentagonal bipyramidal	23	1.231	-34.87
KIRKUR	Cr	1	1	24	2	4	True	6	Octahedral	18	0.992	84.76
KIRPAE	Co	2	4	27	2	7	False	6	Trigonal prismatic	19	1.157	-19.22
KISKED	Ni	1	1	28	2	8	False	4	Square planar	7	0.952	35.02
KISKIH	Ni	0	3	28	2	8	False	6	Octahedral	18	1.13	-38.1
KISKON	Ni	1	1	28	2	8	False	4	Square planar	7	0.974	29.71
KISMIJ	Fe	-2	5	26	2	6	False	4	Tetrahedral	8	0.979	-65.26
KITYOE	Fe	0	5	26	2	6	False	6	Octahedral	18	1.117	-22.68
KIWQOY	Cr	0	4	24	3	3	False	6	Octahedral	18	0.958	-40.32
KIWZAT	Cr	0	4	24	3	3	False	6	Octahedral	18	0.954	-34.57
KIYWAR	Mn	0	6	25	2	5	False	6	Trigonal prismatic	19	1.137	-69.97
KOBREZ	Ni	0	3	28	2	8	False	6	Octahedral	18	1.138	-33.11
KOBTOL	Ni	0	1	28	2	8	False	4	Square planar	7	0.96	53.86
KOBYIK	Ni	0	3	28	2	8	False	4	Tetrahedral	8	0.968	-22.12
KOCNUM	Ni	0	1	28	2	8	False	5	Trigonal bipyramidal	13	0.939	42.24
KOCXEG	Co	2	3	27	3	6	False	4	Square planar	7	0.921	25.3
KOGFET	Mn	0	1	25	1	6	False	6	Octahedral	18	0.837	133.77
KOHMAW	Ni	0	1	28	2	8	False	4	Square planar	7	0.918	49.18
KOHMEA	Ni	0	2	28	3	7	False	5	Square pyramidal	14	0.973	48.97
KOLZAN	Cr	0	4	24	3	3	False	6	Octahedral	18	0.967	-21.77
KOQBAT	Cr	0	1	24	0	5	False	6	Octahedral	18	0.86	153.5
KOTBAW	Ni	2	3	28	2	8	False	6	Octahedral	18	1.144	-26.29
KOZYED01	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.102	-30.11
KOZZEE01	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.038	-71.63
KUBGOD	Fe	0	1	26	0	6	True	5	Trigonal bipyramidal	13	0.888	151.41
KUBHIZ	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.065	-26.64
KUGNEG	Mn	1	1	25	1	6	True	4	Tetrahedral	8	0.975	112.91
KUGWIT	Fe	0	5	26	2	6	False	3	T-shaped	6	0.942	-45.74
KUGXIU	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.998	-43.52
KUGXOA	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.981	-35.59
KUGXUG	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.995	-43.76
KUHJED	Ni	1	1	28	2	8	False	4	Square planar	7	0.896	61.63
KULBUO	Ni	0	3	28	2	8	False	4	Tetrahedral	8	0.993	-27.69
KULMIQ	Co	1	1	27	3	6	True	4	Tetrahedral	8	1.03	63.78
KUSPUJ	Cr	0	4	24	3	3	False	6	Octahedral	18	0.971	-22.32
KUVWOQ	Co	0	1	27	3	6	False	6	Octahedral	18	0.923	114.15
KUWWAC	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.98	-25.35
LADCIC	Co	0	3	27	3	6	False	5	Square pyramidal	14	0.963	12.69
